release	benchmark id	benchmark comment	host name	no. cores	os	user name	database	language	driver	trial no.	SQL statement	core multiplier	fetch size	transaction size	bulk length	bulk size	batch size	action	start day time	end day time	duration (sec)	duration (ns)
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	1	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	0	1024	512	1024	100000	256	query	2021-06-15 15:28:43.251026000	2021-06-15 15:28:44.794925000	2	1543899000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:28:44.795101000	2021-06-15 15:28:45.213947000	0	418846000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	1		0	1024	512	1024	100000	256	trial	2021-06-15 15:28:42.942551000	2021-06-15 15:28:45.522007000	3	2579456000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	2	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	0	1024	512	1024	100000	256	query	2021-06-15 15:28:45.535134000	2021-06-15 15:28:47.044683000	2	1509549000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:28:47.044877000	2021-06-15 15:28:47.444994000	0	400117000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	2		0	1024	512	1024	100000	256	trial	2021-06-15 15:28:45.522207000	2021-06-15 15:28:47.705758000	2	2183551000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	3	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	0	1024	512	1024	100000	256	query	2021-06-15 15:28:47.720908000	2021-06-15 15:28:49.208133000	1	1487225000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	3	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:28:49.208330000	2021-06-15 15:28:49.620358000	0	412028000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	3		0	1024	512	1024	100000	256	trial	2021-06-15 15:28:47.705931000	2021-06-15 15:28:49.934067000	2	2228136000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	0		0	1024	512	1024	100000	256	benchmark	2021-06-15 15:28:42.030703000	2021-06-15 15:28:49.943132000	8	7912429000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:28:55.261257375	2021-06-15 15:28:56.974130475	2	1712873882
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:28:56.975152222	2021-06-15 15:28:57.213956090	0	238811159
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	1		0	1024	512	1024	100000	256	trial	2021-06-15 15:28:55.239645750	2021-06-15 15:28:57.543322996	2	2303668494
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:28:57.558293963	2021-06-15 15:28:59.140753041	2	1582473401
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:28:59.141326714	2021-06-15 15:28:59.353925837	0	212602598
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	2		0	1024	512	1024	100000	256	trial	2021-06-15 15:28:57.543956575	2021-06-15 15:28:59.621186763	2	2077254655
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:28:59.634387026	2021-06-15 15:29:01.178413041	2	1544031934
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	3	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:29:01.178833029	2021-06-15 15:29:01.355322054	0	176499201
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	3		0	1024	512	1024	100000	256	trial	2021-06-15 15:28:59.621612571	2021-06-15 15:29:01.648714519	2	2027113526
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	0		0	1024	512	1024	100000	256	benchmark	2021-06-15 15:28:53.992908366	2021-06-15 15:29:01.657383011	8	7663879550
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:29:21.947045917	2021-06-15 15:29:23.600578404	2	1653569227
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:29:23.601908454	2021-06-15 15:29:23.806172385	0	204270925
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	1		0	1024	512	1024	100000	256	trial	2021-06-15 15:29:21.927061446	2021-06-15 15:29:24.075575349	2	2148513783
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:29:24.090937266	2021-06-15 15:29:25.617931526	2	1527000599
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:29:25.618493443	2021-06-15 15:29:25.793784778	0	175299592
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	2		0	1024	512	1024	100000	256	trial	2021-06-15 15:29:24.076187579	2021-06-15 15:29:26.054557737	2	1978380369
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:29:26.070732936	2021-06-15 15:29:27.521916228	1	1451180495
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	3	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:29:27.522290299	2021-06-15 15:29:27.769732348	0	247452988
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	3		0	1024	512	1024	100000	256	trial	2021-06-15 15:29:26.056207211	2021-06-15 15:29:28.076432498	2	2020237229
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	0		0	1024	512	1024	100000	256	benchmark	2021-06-15 15:29:20.916144557	2021-06-15 15:29:28.079163781	7	7162448793
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:29:35.020625167	2021-06-15 15:29:35.652705373	0	303183052
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:29:35.686196224	2021-06-15 15:29:35.803120220	0	116923996
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	1		0	1024	512	1024	100000	256	trial	2021-06-15 15:29:34.988832489	2021-06-15 15:29:35.803800742	0	814968253
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:29:36.213485055	2021-06-15 15:29:36.865555187	0	237324976
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:29:36.900769782	2021-06-15 15:29:37.020944850	0	120175068
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	2		0	1024	512	1024	100000	256	trial	2021-06-15 15:29:36.180736065	2021-06-15 15:29:37.021614560	0	840878495
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:29:37.409061665	2021-06-15 15:29:38.069865406	0	401652163
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	3	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:29:38.100701918	2021-06-15 15:29:38.245483885	0	137995128
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	3		0	1024	512	1024	100000	256	trial	2021-06-15 15:29:37.377994138	2021-06-15 15:29:38.246076250	0	868082112
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	0		0	1024	512	1024	100000	256	benchmark	2021-06-15 15:29:34.918860631	2021-06-15 15:29:38.246086978	3	3327226347
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 13:30:05.724265000	2021-06-15 13:30:07.625531000	2	1901266000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 13:30:07.625695000	2021-06-15 13:30:08.213251000	1	587556000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	1		0	1024	512	1024	100000	256	trial	2021-06-15 13:30:05.410634000	2021-06-15 13:30:08.213969000	3	2803335000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 13:30:08.543461000	2021-06-15 13:30:10.425557000	2	1882096000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 13:30:10.425731000	2021-06-15 13:30:10.980691000	0	554960000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	2		0	1024	512	1024	100000	256	trial	2021-06-15 13:30:08.214344000	2021-06-15 13:30:10.981195000	2	2766851000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 13:30:11.296208000	2021-06-15 13:30:13.174996000	2	1878788000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	3	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 13:30:13.175139000	2021-06-15 13:30:13.704699000	0	529560000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	3		0	1024	512	1024	100000	256	trial	2021-06-15 13:30:10.981242000	2021-06-15 13:30:13.705078000	3	2723836000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	0		0	1024	512	1024	100000	256	benchmark	2021-06-15 13:29:56.759451000	2021-06-15 13:30:13.706499000	17	16947048000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	OTP 24, erts-12.0.2	oranif (Version 0.2.3)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:33:36.883891000	2021-06-15 15:33:38.779680000	1	1194077000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	OTP 24, erts-12.0.2	oranif (Version 0.2.3)	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:33:38.113811000	2021-06-15 15:33:38.543634000	0	429823000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	OTP 24, erts-12.0.2	oranif (Version 0.2.3)	1		0	1024	512	1024	100000	256	trial	2021-06-15 15:33:36.375190000	2021-06-15 15:33:38.543663000	2	2168473000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	OTP 24, erts-12.0.2	oranif (Version 0.2.3)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:33:38.937086000	2021-06-15 15:33:40.789640000	1	1141878000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	OTP 24, erts-12.0.2	oranif (Version 0.2.3)	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:33:40.117826000	2021-06-15 15:33:40.596851000	0	479025000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	OTP 24, erts-12.0.2	oranif (Version 0.2.3)	2		0	1024	512	1024	100000	256	trial	2021-06-15 15:33:38.544887000	2021-06-15 15:33:40.596889000	2	2052002000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	OTP 24, erts-12.0.2	oranif (Version 0.2.3)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:33:40.985564000	2021-06-15 15:33:42.905300000	1	1104966000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	OTP 24, erts-12.0.2	oranif (Version 0.2.3)	3	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:33:42.124614000	2021-06-15 15:33:42.563584000	0	438970000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	OTP 24, erts-12.0.2	oranif (Version 0.2.3)	3		0	1024	512	1024	100000	256	trial	2021-06-15 15:33:40.597208000	2021-06-15 15:33:42.563608000	2	1966400000
1.0.0	43194527f7855585a9529eb20e5cab22	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	OTP 24, erts-12.0.2	oranif (Version 0.2.3)	0		0	1024	512	1024	100000	256	benchmark	2021-06-15 15:33:36.375135000	2021-06-15 15:33:42.563685000	6	6188550000
1.0.0	4d47bd8fc500d9d63458d63ba2afc9dc	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_19_3_ee	Go go1.16.5	godror v0.25.2	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:36:24.933782553	2021-06-15 15:36:25.795478739	1	861696186	
1.0.0	4d47bd8fc500d9d63458d63ba2afc9dc	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_19_3_ee	Go go1.16.5	godror v0.25.2	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:36:25.795485006	2021-06-15 15:36:25.873467548	0	77982542	
1.0.0	4d47bd8fc500d9d63458d63ba2afc9dc	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_19_3_ee	Go go1.16.5	godror v0.25.2	1		0	1024	512	1024	100000	256	trial	2021-06-15 15:36:24.933782493	2021-06-15 15:36:25.873468920	1	939686417	
1.0.0	4d47bd8fc500d9d63458d63ba2afc9dc	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_19_3_ee	Go go1.16.5	godror v0.25.2	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-15 15:36:26.277149144	2021-06-15 15:36:26.649126326	0	371977182	
1.0.0	4d47bd8fc500d9d63458d63ba2afc9dc	Standard tests (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_19_3_ee	Go go1.16.5	godror v0.25.2	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-15 15:36:26.649127808	2021-06-15 15:36:26.735036770	0	85908962	
