release	benchmark id	benchmark comment	host name	no. cores	os	user name	database	language	driver	trial no.	SQL statement	core multiplier	fetch size	transaction size	bulk length	bulk size	batch size	action	start day time	end day time	duration (sec)	duration (ns)
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	1	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	0	1024	512	1024	100000	256	query	2021-06-22 06:40:43.058835000	2021-06-22 06:40:44.602871000	2	1544036000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 06:40:44.603048000	2021-06-22 06:40:45.001097000	0	398049000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	1		0	1024	512	1024	100000	256	trial	2021-06-22 06:40:42.736484000	2021-06-22 06:40:45.306795000	3	2570311000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	2	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	0	1024	512	1024	100000	256	query	2021-06-22 06:40:45.321032000	2021-06-22 06:40:46.806767000	1	1485735000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 06:40:46.806944000	2021-06-22 06:40:47.173721000	0	366777000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	2		0	1024	512	1024	100000	256	trial	2021-06-22 06:40:45.307054000	2021-06-22 06:40:47.451500000	2	2144446000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	3	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	0	1024	512	1024	100000	256	query	2021-06-22 06:40:47.466263000	2021-06-22 06:40:48.982120000	2	1515857000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	3	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 06:40:48.982324000	2021-06-22 06:40:49.388871000	0	406547000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	3		0	1024	512	1024	100000	256	trial	2021-06-22 06:40:47.451679000	2021-06-22 06:40:49.673952000	2	2222273000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	0		0	1024	512	1024	100000	256	benchmark	2021-06-22 06:40:41.885815000	2021-06-22 06:40:49.682602000	8	7796787000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-22 06:40:51.540363222	2021-06-22 06:40:53.322542270	2	1782201998
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 06:40:53.323649128	2021-06-22 06:40:53.610028531	0	286382082
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	1		0	1024	512	1024	100000	256	trial	2021-06-22 06:40:51.519703438	2021-06-22 06:40:53.902976445	2	2383279325
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-22 06:40:53.917622456	2021-06-22 06:40:55.478950685	2	1561328378
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 06:40:55.479410193	2021-06-22 06:40:55.695281298	0	215880621
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	2		0	1024	512	1024	100000	256	trial	2021-06-22 06:40:53.903544977	2021-06-22 06:40:56.010973205	2	2107450178
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-22 06:40:56.026699676	2021-06-22 06:40:57.574968167	2	1548275388
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	3	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 06:40:57.575355816	2021-06-22 06:40:57.758451624	0	183106344
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	3		0	1024	512	1024	100000	256	trial	2021-06-22 06:40:56.011438691	2021-06-22 06:40:58.054292651	2	2042876121
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Java 16.0.1	Oracle JDBC (Version 21.1.0.0.0)	0		0	1024	512	1024	100000	256	benchmark	2021-06-22 06:40:50.275378065	2021-06-22 06:40:58.063062664	8	7787056040
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-22 06:41:00.164450141	2021-06-22 06:41:01.799065482	2	1634614481
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 06:41:01.800763844	2021-06-22 06:41:01.994507531	0	193758491
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	1		0	1024	512	1024	100000	256	trial	2021-06-22 06:41:00.140614270	2021-06-22 06:41:02.294394581	2	2153783199
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-22 06:41:02.309473032	2021-06-22 06:41:03.800306047	1	1490844711
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 06:41:03.800893082	2021-06-22 06:41:03.978348468	0	177463823
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	2		0	1024	512	1024	100000	256	trial	2021-06-22 06:41:02.294875361	2021-06-22 06:41:04.268603595	2	1973746157
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-22 06:41:04.285000556	2021-06-22 06:41:05.792002818	2	1507011168
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	3	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 06:41:05.792494483	2021-06-22 06:41:05.986159323	0	193675676
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	3		0	1024	512	1024	100000	256	trial	2021-06-22 06:41:04.269173347	2021-06-22 06:41:06.307482503	2	2038319292
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Kotlin 1.4.32	Oracle JDBC (Version 21.1.0.0.0)	0		0	1024	512	1024	100000	256	benchmark	2021-06-22 06:40:59.109141636	2021-06-22 06:41:06.310387041	7	7200633250
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-22 06:41:06.677136815	2021-06-22 06:41:07.313538938	0	216017188
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 06:41:07.350759785	2021-06-22 06:41:07.474934887	0	116214053
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	1		0	1024	512	1024	100000	256	trial	2021-06-22 06:41:06.635075627	2021-06-22 06:41:07.475721454	0	840645827
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-22 06:41:07.880840020	2021-06-22 06:41:08.540648452	0	275413021
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 06:41:08.576322524	2021-06-22 06:41:08.707849919	0	120084688
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	2		0	1024	512	1024	100000	256	trial	2021-06-22 06:41:07.846808833	2021-06-22 06:41:08.708703753	0	861894920
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-22 06:41:09.079169647	2021-06-22 06:41:09.754873420	0	443623439
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	3	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 06:41:09.787990343	2021-06-22 06:41:09.921103832	0	127521617
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	3		0	1024	512	1024	100000	256	trial	2021-06-22 06:41:09.046501002	2021-06-22 06:41:09.921835436	0	875334434
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	gnu 10.2.0	OCPI-C (v4.2.1)	0		0	1024	512	1024	100000	256	benchmark	2021-06-22 06:41:06.560480977	2021-06-22 06:41:09.921846332	3	3361365355
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-22 04:41:19.981610000	2021-06-22 04:41:21.675757000	2	1694147000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 04:41:21.676110000	2021-06-22 04:41:22.182164000	1	506054000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	1		0	1024	512	1024	100000	256	trial	2021-06-22 04:41:19.681728000	2021-06-22 04:41:22.182722000	3	2500994000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-22 04:41:22.499548000	2021-06-22 04:41:24.132966000	2	1633418000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 04:41:24.133120000	2021-06-22 04:41:24.604599000	0	471479000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	2		0	1024	512	1024	100000	256	trial	2021-06-22 04:41:22.182777000	2021-06-22 04:41:24.605051000	2	2422274000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2021-06-22 04:41:24.914213000	2021-06-22 04:41:26.542347000	2	1628134000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	3	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2021-06-22 04:41:26.542622000	2021-06-22 04:41:26.975998000	0	433376000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	3		0	1024	512	1024	100000	256	trial	2021-06-22 04:41:24.605099000	2021-06-22 04:41:26.976392000	2	2371293000
1.0.0	c44593f4f1e522771ff16b7c943c8af8	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Elixir 1.12.1	oranif (Version 0.2.3)	0		0	1024	512	1024	100000	256	benchmark	2021-06-22 04:41:10.979856000	2021-06-22 04:41:26.978027000	16	15998171000
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Go go1.16.5	godror v0.25.3	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	1	1024	512	1024	100000	256	query	2021-06-22 06:41:29.505164674	2021-06-22 06:41:30.139204443	1	634039769	
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Go go1.16.5	godror v0.25.3	1	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2021-06-22 06:41:30.139213719	2021-06-22 06:41:30.267409783	0	128196064	
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Go go1.16.5	godror v0.25.3	1		1	1024	512	1024	100000	256	trial	2021-06-22 06:41:29.505164534	2021-06-22 06:41:30.267411063	1	762246529	
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Go go1.16.5	godror v0.25.3	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	1	1024	512	1024	100000	256	query	2021-06-22 06:41:30.616253967	2021-06-22 06:41:31.264792208	1	648538231	
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Go go1.16.5	godror v0.25.3	2	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2021-06-22 06:41:31.264794517	2021-06-22 06:41:31.368244932	0	103450415	
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Go go1.16.5	godror v0.25.3	2		1	1024	512	1024	100000	256	trial	2021-06-22 06:41:30.616253897	2021-06-22 06:41:31.368246111	1	751992214	
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Go go1.16.5	godror v0.25.3	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	1	1024	512	1024	100000	256	query	2021-06-22 06:41:31.669644350	2021-06-22 06:41:32.221284944	1	551640594	
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Go go1.16.5	godror v0.25.3	3	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2021-06-22 06:41:32.221286364	2021-06-22 06:41:32.341251711	0	119965347	
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Go go1.16.5	godror v0.25.3	3		1	1024	512	1024	100000	256	trial	2021-06-22 06:41:31.669644300	2021-06-22 06:41:32.341252920	1	671608610	
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Go go1.16.5	godror v0.25.3	0		1	1024	512	1024	100000	256	benchmark	2021-06-22 06:41:29.131173509	2021-06-22 06:41:32.341253040	3	3210079531	
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	1	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	1	1024	512	1024	100000	256	query	2021-06-22 06:41:34.518440000	2021-06-22 06:41:34.527512000	0	9072000
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	1	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2021-06-22 06:41:34.527710000	2021-06-22 06:41:34.535407000	0	7697000
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	1		1	1024	512	1024	100000	256	trial	2021-06-22 06:41:34.206030000	2021-06-22 06:41:34.552856000	0	346826000
1.0.0	320036769427f5244534fba341497a64	Standard series (locally)	ubuntu	8	amd64 / Linux / 5.8.0-55-generic	walter	db_18_4_xe	Python 3 3.10.0b2 (default, Jun 13 2021, 13:52:49) [GCC 10.2.0]	Oracle cx_Oracle (Version v8.2.1)	2	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	1	1024	512	1024	100000	256	query	2021-06-22 06:41:34.565112000	2021-06-22 06:41:34.570427000	0	5315000
