benchmark id	benchmark comment	host name	no. cores	os	user name	database	module	driver	trial no.	SQL statement	core multiplier	fetch size	transaction size	bulk length	bulk size	batch size	action	start day time	end day time	duration (sec)	duration (ns)
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	1	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	1	1024	512	1024	100000	256	query	2019-12-01 02:36:48.502226000	2019-12-01 02:36:52.794850000	4	429262400
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	1	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2019-12-01 02:36:52.794850000	2019-12-01 02:36:54.219568000	1	142471800
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	1		1	1024	512	1024	100000	256	trial	2019-12-01 02:36:48.471272000	2019-12-01 02:36:57.252406000	9	878113400
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	2	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	1	1024	512	1024	100000	256	query	2019-12-01 02:36:57.283176000	2019-12-01 02:37:01.566628000	4	428345200
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	2	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2019-12-01 02:37:01.566628000	2019-12-01 02:37:02.996906000	1	143027800
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	2		1	1024	512	1024	100000	256	trial	2019-12-01 02:36:57.252575000	2019-12-01 02:37:03.934025000	7	668145000
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	3	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	1	1024	512	1024	100000	256	query	2019-12-01 02:37:03.954024000	2019-12-01 02:37:06.753327000	3	279930300
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	3	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2019-12-01 02:37:06.753327000	2019-12-01 02:37:08.586908000	2	183358100
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	3		1	1024	512	1024	100000	256	trial	2019-12-01 02:37:03.934025000	2019-12-01 02:37:09.739341000	6	580531600
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	4	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	1	1024	512	1024	100000	256	query	2019-12-01 02:37:09.762169000	2019-12-01 02:37:12.644868000	3	288269900
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	4	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2019-12-01 02:37:12.644868000	2019-12-01 02:37:14.653919000	2	200905100
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	4		1	1024	512	1024	100000	256	trial	2019-12-01 02:37:09.739341000	2019-12-01 02:37:15.781309000	6	604196800
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	5	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	1	1024	512	1024	100000	256	query	2019-12-01 02:37:15.803161000	2019-12-01 02:37:19.067428000	3	326426700
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	5	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2019-12-01 02:37:19.067428000	2019-12-01 02:37:20.823900000	2	175647200
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	5		1	1024	512	1024	100000	256	trial	2019-12-01 02:37:15.781309000	2019-12-01 02:37:21.888944000	6	610763500
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	6	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	1	1024	512	1024	100000	256	query	2019-12-01 02:37:21.909956000	2019-12-01 02:37:24.879625000	3	296966900
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	6	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2019-12-01 02:37:24.879625000	2019-12-01 02:37:26.629882000	2	175025700
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	6		1	1024	512	1024	100000	256	trial	2019-12-01 02:37:21.889981000	2019-12-01 02:37:27.688913000	6	579893200
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	7	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	1	1024	512	1024	100000	256	query	2019-12-01 02:37:27.709104000	2019-12-01 02:37:30.710797000	3	300169300
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	7	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2019-12-01 02:37:30.710797000	2019-12-01 02:37:32.465420000	2	175462300
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	7		1	1024	512	1024	100000	256	trial	2019-12-01 02:37:27.688913000	2019-12-01 02:37:34.817965000	7	712905200
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	8	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	1	1024	512	1024	100000	256	query	2019-12-01 02:37:34.837873000	2019-12-01 02:37:38.301644000	3	346377100
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	8	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2019-12-01 02:37:38.301644000	2019-12-01 02:37:40.067882000	2	176623800
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	8		1	1024	512	1024	100000	256	trial	2019-12-01 02:37:34.817965000	2019-12-01 02:37:41.236396000	6	641843100
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	9	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	1	1024	512	1024	100000	256	query	2019-12-01 02:37:41.257273000	2019-12-01 02:37:44.154018000	3	289674500
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	9	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2019-12-01 02:37:44.154809000	2019-12-01 02:37:45.909659000	2	175485000
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	9		1	1024	512	1024	100000	256	trial	2019-12-01 02:37:41.236396000	2019-12-01 02:37:48.148513000	7	691211700
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	10	INSERT INTO ora_bench_table (key, data) VALUES (:1, :2)	1	1024	512	1024	100000	256	query	2019-12-01 02:37:48.176427000	2019-12-01 02:37:53.730926000	6	555449900
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	10	SELECT key, data FROM ora_bench_table	1	1024	512	1024	100000	256	query	2019-12-01 02:37:53.730926000	2019-12-01 02:37:55.149315000	1	141838900
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	10		1	1024	512	1024	100000	256	trial	2019-12-01 02:37:48.148513000	2019-12-01 02:37:57.162067000	9	901355400
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Python 3.8.0)	cx_Oracle (Version v7.2.3)	0		1	1024	512	1024	100000	256	benchmark	2019-12-01 02:36:46.266298000	2019-12-01 02:37:57.183765000	71	7091746700
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2019-12-01 02:38:00.932111000	2019-12-01 02:38:05.877280700	5	4945136800
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	1	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2019-12-01 02:38:05.878309300	2019-12-01 02:38:07.630848800	2	1751715000
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	1		0	1024	512	1024	100000	256	trial	2019-12-01 02:38:00.885471500	2019-12-01 02:38:08.651042000	8	7765536900
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2019-12-01 02:38:08.686319200	2019-12-01 02:38:13.387985200	5	4701562600
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	2	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2019-12-01 02:38:13.388118400	2019-12-01 02:38:15.592743800	2	2204931200
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	2		0	1024	512	1024	100000	256	trial	2019-12-01 02:38:08.651042000	2019-12-01 02:38:17.682670300	9	9031390000
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2019-12-01 02:38:17.704909000	2019-12-01 02:38:22.779888800	5	5074925800
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	3	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2019-12-01 02:38:22.779888800	2019-12-01 02:38:24.782210500	2	2002469600
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	3		0	1024	512	1024	100000	256	trial	2019-12-01 02:38:17.682670300	2019-12-01 02:38:25.773073100	8	8090802700
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	4	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2019-12-01 02:38:25.793882400	2019-12-01 02:38:31.804107200	6	6010211900
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	4	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2019-12-01 02:38:31.804107200	2019-12-01 02:38:33.481521400	2	1677280800
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	4		0	1024	512	1024	100000	256	trial	2019-12-01 02:38:25.773073100	2019-12-01 02:38:37.008218900	11	11234655400
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	5	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	0	1024	512	1024	100000	256	query	2019-12-01 02:38:37.036897100	2019-12-01 02:38:43.612558900	7	6575678500
81341bc3b956e4a8f533e5d2765c9045	Standard series (locally)	U306492	8	amd64 / Windows 10 / 10.0	TAAWEWA1	db_12_2_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	5	SELECT key, data FROM ora_bench_table	0	1024	512	1024	100000	256	query	2019-12-01 02:38:43.612558900	2019-12-01 02:38:45.327450100	2	1714832300
